"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Document Type","Source","EID"
"Pan, Y.; Zhang, Y.; Zhang, D.; Song, Y.","Pan, Yifan (57222228725); Zhang, Yulu (57222230472); Zhang, Dakang (55900413800); Song, Yuying (57223680161)","57222228725; 57222230472; 55900413800; 57223680161","3D printing in construction: state of the art and applications","2021","10.1007/s00170-021-07213-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105990862&doi=10.1007%2Fs00170-021-07213-0&partnerID=40&md5=440255b8cc106843cbb6eebc05dc97d4","Review","Scopus","2-s2.0-85105990862"
"Qin, Z.; Lu, Y.","Qin, Zhaojun (57212491807); Lu, Yuqian (56173081300)","57212491807; 56173081300","Self-organizing manufacturing network: A paradigm towards smart manufacturing in mass personalization","2021","10.1016/j.jmsy.2021.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105554982&doi=10.1016%2Fj.jmsy.2021.04.016&partnerID=40&md5=32931d657014fe360c8668533d3e452a","Review","Scopus","2-s2.0-85105554982"
"Yang, H.; Rao, P.; Simpson, T.W.; Lu, Y.; Witherell, P.; Nassar, A.R.; Reutzel, E.; Kumara, S.","Yang, Hui (55197329400); Rao, Prahalada Krishna (57396351500); Simpson, Timothy W. (7202539045); Lu, Yan (57191580065); Witherell, Paul William (15073542400); Nassar, Abdalla R. (35102926600); Reutzel, Edward W. (12790388900); Kumara, Soundar R. (7006663904)","55197329400; 57396351500; 7202539045; 57191580065; 15073542400; 35102926600; 12790388900; 7006663904","Six-Sigma Quality Management of Additive Manufacturing","2021","10.1109/JPROC.2020.3034519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103465243&doi=10.1109%2FJPROC.2020.3034519&partnerID=40&md5=37a4ff2615fa5d5e25cbc58e67c7df96","Review","Scopus","2-s2.0-85103465243"
"Kristombu Baduge, S.; Navaratnam, S.; Abu-Zidan, Y.; McCormack, T.; Nguyen, K.; Mendis, P.; Zhang, G.; Aye, L.","Kristombu Baduge, Shanaka (57204243002); Navaratnam, Satheeskumar (57221937566); Abu-Zidan, Yousef (57218094665); McCormack, Tom (56522722400); Nguyen, Kate T.Q. (56095129700); Mendis, Priyan Anumddha (7003700296); Zhang, Guomin (Kevin) (56170403700); Aye, Lu (6603952630)","57204243002; 57221937566; 57218094665; 56522722400; 56095129700; 7003700296; 56170403700; 6603952630","Improving performance of additive manufactured (3D printed) concrete: A review on material mix design, processing, interlayer bonding, and reinforcing methods","2021","10.1016/j.istruc.2020.12.061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098959027&doi=10.1016%2Fj.istruc.2020.12.061&partnerID=40&md5=de6234d1cda82d8ab4af47edf032473e","Review","Scopus","2-s2.0-85098959027"
"Moon, A.P.; Dwarapudi, S.; Sista, K.S.; Kumar, D.; Sinha, G.R.","Moon, Abhijeet Prem Kumar (35220070000); Dwarapudi, Srinivas (16233008300); Sista, Kameswara Srikar (57205521024); Kumar, Deepak (58588146000); Sinha, Gourav Ranjan (57218848056)","35220070000; 16233008300; 57205521024; 58588146000; 57218848056","Opportunity and challenges of iron powders for metal injection molding","2021","10.2355/isijinternational.ISIJINT-2021-050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110575414&doi=10.2355%2Fisijinternational.ISIJINT-2021-050&partnerID=40&md5=bc2f253576404a9bc0635bd15d8fac9f","Review","Scopus","2-s2.0-85110575414"
"Otala, J.; Minard, A.; Madraki, G.; Mousavian, S.","Otala, Jacqueline M. (57221153024); Minard, Alden (57224111055); Madraki, Golshan (57189445019); Mousavian, Seyedamirabbas (55550025600)","57221153024; 57224111055; 57189445019; 55550025600","Graph-based modeling in shop scheduling problems: Review and extensions","2021","10.3390/app11114741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106997769&doi=10.3390%2Fapp11114741&partnerID=40&md5=e41d8e70017bec1040464697153e3c8c","Review","Scopus","2-s2.0-85106997769"
"Miqueo, A.; Torralba, M.; Yaguë-Fabra, J.A.","Miqueo, A. (57219184761); Torralba, Marta (55988293400); Yaguë-Fabra, José A. (37076219200)","57219184761; 55988293400; 37076219200","Lean manual assembly 4.0: A systematic review","2020","10.3390/app10238555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096980832&doi=10.3390%2Fapp10238555&partnerID=40&md5=ff9938287effd82e13f5fd349bee761b","Review","Scopus","2-s2.0-85096980832"
"Oh, Y.; Witherell, P.; Lu, Y.; Sprock, T.","Oh, Yosep (57192318540); Witherell, Paul William (15073542400); Lu, Yan (57191580065); Sprock, Timothy A. (56764701600)","57192318540; 15073542400; 57191580065; 56764701600","Nesting and scheduling problems for additive manufacturing: A taxonomy and review","2020","10.1016/j.addma.2020.101492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090294841&doi=10.1016%2Fj.addma.2020.101492&partnerID=40&md5=31573c0596307a75e9d8fbc7ea2aacc5","Review","Scopus","2-s2.0-85090294841"
"Peeters, K.; van Ooijen, H.","Peeters, Kay (57201377161); van Ooijen, Henny P.G. (6602884299)","57201377161; 6602884299","Hybrid make-to-stock and make-to-order systems: a taxonomic review","2020","10.1080/00207543.2020.1778204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087342101&doi=10.1080%2F00207543.2020.1778204&partnerID=40&md5=1b3e7e40c08b3c3845257a03cc9b646c","Review","Scopus","2-s2.0-85087342101"
"Li, S.; Zhong, S.; Du, R.; Pei, Z.; Chen, Y.; Wang, C.; Yi, W.; Wu, G.; Lv, R.","Li, Shiyun (36025426700); Zhong, Sheng (58329756700); Du, Rui (57206847057); Pei, Zhi (36773534100); Chen, Yong (55938849400); Wang, Cheng (36769695800); Yi, Wenchao (56071678200); Wu, Guanghua (57212263168); Lv, Ruifeng (57222715546)","36025426700; 58329756700; 57206847057; 36773534100; 55938849400; 36769695800; 56071678200; 57212263168; 57222715546","Entropy-based dispatching: Academic insights and perspectives through bibliometric analysis","2020","10.1049/iet-cim.2020.0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103800929&doi=10.1049%2Fiet-cim.2020.0011&partnerID=40&md5=abfbc8fb1658d22c51d3c4036531701a","Review","Scopus","2-s2.0-85103800929"
"Guzzi, E.A.; Tibbitt, M.W.","Guzzi, Elia A. (57210469308); Tibbitt, Mark W. (26647165200)","57210469308; 26647165200","Additive Manufacturing of Precision Biomaterials","2020","10.1002/adma.201901994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070816552&doi=10.1002%2Fadma.201901994&partnerID=40&md5=b0e6421c0319e91b981b11c12450f9fd","Review","Scopus","2-s2.0-85070816552"
"Parks, R.","Parks, Robert (59114652600)","59114652600","HS students 'Pedal' towards manufacturing jobs","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090055584&partnerID=40&md5=0b0bb4a39690774a7d5084ed2ec14bab","Review","Scopus","2-s2.0-85090055584"
"Tyagi, V.; Jain, A.; Jain, P.K.","Tyagi, Viraj (57216687276); Jain, Ajai (55365233800); Jain, P. K. (7402520507)","57216687276; 55365233800; 7402520507","An integrated approach for multi-period manufacturing planning of job-shops","2020","10.1504/IJMR.2020.106856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084278619&doi=10.1504%2FIJMR.2020.106856&partnerID=40&md5=c6511fa351d01df3976b8be98e7680d8","Review","Scopus","2-s2.0-85084278619"
"Gao, K.; Cao, Z.; Zhang, L.; Chen, Z.; Han, Y.; Pan, Q.","Gao, Kaizhou (36443489100); Cao, Zhiguang (56438458900); Zhang, Le (55844477500); Chen, Zhenghua (56470052400); Han, Yuyan (55489220400); Pan, Quanke (15074237600)","36443489100; 56438458900; 55844477500; 56470052400; 55489220400; 15074237600","A review on swarm intelligence and evolutionary algorithms for solving flexible job shop scheduling problems","2019","10.1109/JAS.2019.1911540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067798381&doi=10.1109%2FJAS.2019.1911540&partnerID=40&md5=c23e7f642b608b2966c8ed4fa61434ff","Review","Scopus","2-s2.0-85067798381"
"Lu, H.; Liu, H.; Wang, C.","Lu, Haibo (56032277000); Liu, Hui (56693225600); Wang, Chenhao (57192920818)","56032277000; 56693225600; 57192920818","Review on strategies for geometric accuracy improvement in incremental sheet forming","2019","10.1007/s00170-019-03348-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061633520&doi=10.1007%2Fs00170-019-03348-3&partnerID=40&md5=a2158326f3cd5dae9729c00512a508f8","Review","Scopus","2-s2.0-85061633520"
"Yao, X.; Askin, R.","Yao, Xufeng(Rax) (57208131212); Askin, Ronald G. (7004386108)","57208131212; 7004386108","Review of supply chain configuration and design decision-making for new product","2019","10.1080/00207543.2019.1567954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063870607&doi=10.1080%2F00207543.2019.1567954&partnerID=40&md5=b7e60e41addb63c237bdfe6448b0789c","Review","Scopus","2-s2.0-85063870607"
